id	guid	mid	field_1	field_2	field_3	field_4	field_5	field_6
1550493579550	oItib)=}KU	1562101354843	SII: SCR stands for {{c1::Solvency Capital Requirement}}.					
1550493633293	yAv2MG4~NY	1562101354843	Solvency II: What is the difference between the standard formula and the internal model?	The standard formula is the default.<div><br></div><div>A company can apply to use the internal model, which allows them to model risks in a way specific to them.</div>				
1550493866119	Fr^Z-SYZ!y	1562101354843	SII: MCR stands for {{c1::Minimum Capital Requirement}}.					
1550498319327	k7KCeD:DA+	1562101354843	A proprietary organisation is a {{c1::company that is owned by shareholders (in contrast to say, a friendly society)}}.					
1550667986152	E?pY<2Kx`l	1562101354843	PRA stands for&nbsp;{{c1::Prudential Regultory Authority}}.					
1550668016206	GVK8BoDTfo	1562101354843	SII: SFCR stands for {{c1::Solvency and Financial Condition Report}}.					
1550669190496	vTN&)jo(?1	1562101354843	SII: RSR stand for {{c1::Regular Supervisory Reporting}}.					
1550669246801	N>bsm]`2Gn	1562101354843	SII: QRT stands for {{c1::Quantitative Reporting Template}}.					
1550669310454	C<!QLhVB*F	1562101354843	SII: FST stands for {{c1::Financial Stability Template}}.					
1550669362891	HY,I%6oj]}	1562101354843	SII: NST stands for&nbsp;{{c1::National Stability Template}}.					
1551186895129	bkRa9)M5h&	1562101354843	SSIS stands for&nbsp;{{c1::SQL Server Integration Services}}.					
1551194797306	t~V{6+Mu#a	1562101354843	How is MCR defined?	MCR is defined as the amount of capital above BEL required for an insurer to meet their obligations for the year with probability 85%. MCR is then bounded between 25–45% of SCR.		<i>Solvency II, </i>Wikipedia		
1551800565012	fJC?tl*OS-	1562101354843	IFoA stands for&nbsp;{{c1::Institute and Faculty of Actuaries}}.					
1551874923356	r}%OWwjG]n	1562101354843	{{c2::A gilt}} is {{c1::a bond that has been issued by the British Government}}.					
1551960725908	C$VOT2~k?i	1506525119072	Money Laundering: What is a politically exposed person?	A politically exposed person (PEP) is someone with a prominent public position that they could abuse for personal gain or to commit crimes.				
1552483132658	qFtS=h3%W0	1562101354843	Finance: {{c2::A dishonour}} is {{c1::a refusal to pay on a document that demands payment (e.g. a cheque)}}.					
1552560753729	Q,ZX/CFI_B	1562101354843	EIOPA stands for {{c1::European Insurance and Occupational Pensions Authority}}.					
1552560809614	r];O1Q_-TY	1562101354843	GASS stands for {{c1::Glasgow Actuarial Students’ Society}}.					
1552560853343	D(o,y%MZ00	1562101354843	{{c2::Capital-at-risk (CaR)}} is {{c1::the amount of capital set aside to cover risks}}.					
1552560941639	qEmh_&;O[z	1562101354843	{{c2::A reserve}} is {{c1::liquid assists held by an insurer in order to cover its obligations}}.					
1552562513385	eow[0hO?.V	1562101354843	{{c2::A derivative}} is {{c1::a contract whose value is determined by the performance of an underlying entity}}.	E.g. a unit-linked policy				
1552573087298	p6a(U&qJAL	1562101354843	CaR stands for&nbsp;{{c1::Capital-at-Risk}}.					
1552573115236	tJX&P,BMG4	1562101354843	VaR stands for&nbsp;{{c1::Value-at-Risk}}.					
1553090164404	o#f5wBGHBr	1562101354843	RPI stands for {{c1::Retail Pricing Index}}.	.				
1553090196319	bAs|Kb4RzO	1562101354843	PPFM stands for&nbsp;{{c1::Principles and Practices of Financial Management}}.					
1553613723104	HeIBUm,r8/	1562101354843	{{c2::A rider}} is {{c1::a provision of a policy that adds to or amends coverage of terms}}.	Usually this takes the form of increased coverage granted for a cost.				
1553613838876	Ii:k3ylZ`X	1562101354843	TDB stands for {{c1::Total Disability Benefit}}.					
1553613884741	r7Gz:4Fn!}	1562101354843	WOP stands for&nbsp;{{c1::Waiver Of Premium rider}}.					
1554726425447	t>#e?#YkPV	1562101354843	GIO stands for&nbsp;{{c1::Guaranteed Insurance Option rider}}.					
1557475702195	pAIT`1.o_g	1562101354843	RAFM stands for&nbsp;{{c1::RiskAgility Financial Modeller}}.					
1558467637838	MrlvcUKd^9	1562101354843	{{c2::A&nbsp;security}}&nbsp;is {{c1::a tradable financial asset that is an equity, unit holding, pension scheme, or similar}}.	There is a closed list of different assest maintaiend by the FCA		<i>Security (finance)</i>. Wikipedia		
1558467957887	F+=@`3WVlS	1562101354843	{{c2::An efficient&nbsp;security market}}&nbsp;is {{c1::a security market in which the price of every security fully reflects all available information, and hence is equal to its 'true' investment value}}.			<i>CM2.</i> ActEd Combined Materials Pack (2019), chp. 1 p. 2		
1558468218777	B[_PIDG0h3	1562101354843	{{c2::The efficient markets hypothesis}}&nbsp;states {{c1::that security markets are efficient}}.			<i>CM2.</i> ActEd Combined Materials Pack (2019), chp. 1 p. 2		
1558468293388	l#DZDF-]nw	1562101354843	The {{c1::weak efficient markets}} hypothesis&nbsp;states {{c2::that security markets are efficient with respect to all information contained in historical price data}}.<div><br></div><div>Equivalently, {{c2::there can be no gain made by technical analysis.}}</div>			<i>CM2.</i> ActEd Combined Materials Pack (2019), chp. 1 p. 2		
1558468389876	ke)`0P}Hs&	1562101354843	The {{c1::semi-strong&nbsp;efficient markets}}&nbsp;hypothesis&nbsp;states that {{c2::security markets are efficient with respect to all&nbsp;publicly available information}}.<br><div><br></div><div>Equivalently, {{c2::there can be no gain made by fundemental analysis}}.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 2		
1558468435048	A1ypzkSBS{	1562101354843	The {{c1::strong&nbsp;efficient markets}}&nbsp;hypothesis&nbsp;states that {{c2::security markets are efficient with respect to all information, public or otherwise}}.<br>			<i>CM2.</i> ActEd Combined Materials Pack (2019), chp. 1 p. 2		
1558468508868	B`Q_T/4:#?	1506525119072	What is the consequence for investors if markets are efficient or not?	If markets are <i>inefficient</i>, then investors with better knowledge may be able to obtain higher investment returns.<div><br></div><div>If markets are <i>efficient</i>, then it's not possible to identify over- or under-priced securities. Therefore, there is no use in trading them to generate excess risk-adjusted returns.</div>			<i>CM2.</i> ActEd Combined Materials Pack (2019), chp. 1 p. 2	
1558468817505	MHM;Fsv9Q&	1506525119072	Which (if any) of the efficient markets hypotheses is correct?	The evidence is inconclusive.			<i>CM2.</i> ActEd Combined Materials Pack (2019), chp. 1 p. 2	
1558468850200	Ke,#C=^Ho@	1506525119072	What is a <u>risk-adjusted return</u>?	A <u>risk-adjusted return</u>&nbsp;is a number that represents the desirability of a security by factoring in both the expected return and the volatility.<div><br></div><div>There are many different formulae for risk-adjusted return, but a simple example (that illustrates the main idea) would be to divide the expected return by the varience.</div>				
1558469337951	J*i*jmV6m5	1562101354843	{{c2::Fundemental analysis}}&nbsp;is {{c1::the detailed scrutiny of a security issuer and general economic conditions to determine the 'true' value of a given investment}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 4		
1558469612688	L-Vot#7|V>	1506525119072	When was fundamental analysis abandoned as a method for investing?	The 1960s.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 3	
1558469683542	v$)KMqhBRU	1506525119072	Why was fundamental analysis abandoned as a method for investing?	In practice, strategies based on fundamental analysis did not perform any better than simple buy-and-hold strategies.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 3	
1558469828546	b1,=w>9Ig4	1562101354843	EMH stands for&nbsp;{{c1::Efficient Markets Hypothesis}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 4		
1558470080551	m3#wjO9yBl	1562101354843	{{c2::Technical analysis}}&nbsp;is {{c1::the analysis of historical price charts in order to spot patterns}}.	Technical analyasis is also called 'chartism'.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 4.		
1558509367053	uld$Q3:c&	1562101354843	{{c2::Active investment}}&nbsp;is {{c1::investment where the investor aims to detect exploitable mispricings to generate returns}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 6.		
1558509834834	F4P7vXi,$-	1562101354843	{{c2::Passive investment}}&nbsp;is {{c1::investment where investors diversify across a whole market without attempting a detect mispricings}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 6.		
1558553710650	JLC@3beF$X	1506525119072	Explain the advantages an inside trader would have in a strongly efficient market.	There are none. In a strongly efficient market, insider knowledge cannot give a trader an advantage because that knowledge will already be reflected in the price of the share.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 7.	
1558553898833	ldFx)IYyul	1506525119072	What is the alternative version of the definition of an <u>efficient</u> market?	An <u>efficient</u> security market&nbsp;is a market where the benefit that can be gained from information about a security is equal to the cost of obtaining it.<div><br></div><div>(Note that technically this also includes the transaction cost associated with attempting to exploit a mispricing.)</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 7.	
1558554146469	Eh(%z!Umiz	1506525119072	Why might some investors have an advantage over others in an efficient market by the alternative definition?	The costs and benefits of information may differ between investors. For example, it may be easier for one of them to obtain certain information.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 7	
1558554331559	u)-DePM,Z}	1506525119072	Why are government bond markets usually more efficient than property markets?	Government bond markets have more freely available information and lower transaction costs.<div><br></div><div>Therefore, it is easier to spot mispricings and easier to exploit them when found. This raises the desirability of underpriced securities, and lowers the desirability of overpriced ones.</div><div><br></div><div>The result is that mispricings are more likely to (and quicker to) disappear.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 7	
1558554672529	gqA$92aJZ?	1506525119072	How is it that there appears to be proof of both the efficient markets hypothesis and mispricings?&nbsp;	One possible explanation is that currently known tests for market efficiency have hidden (possibly invalid) assumptions.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 8.	
1558554871271	E5+PT$%x88	1562101354843	The evidence for and against the weak efficient markets hypothesis includes the following.<br><br>For: {{c1::Studies have failed to identify and difference in returns between stocks using technical analysis and a pruely random selection (when including transaction costs)}}.<div><br></div><div>Against: {{c2::Some evidence suggests that stocks tend to exhibit short-run momentum and medium-run mean-reversion (i.e. exceptional movements tend to disappear over time)}}.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 9		
1558555451299	KW5u91~&<t	1508676822151	Suppose there is a lottery in which participants purchase numbers, and then a random number is drawn from out of all available numbers to determine a winner.<div><br></div><div>What kind of efficiency (if any) does the market for lottery tickets have?</div>	The lottery ticket market is strongly efficient, because there is no information you can gain to predict which numbers will win in the future.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 9.	
1558555850092	N]6(wP*<$N	1506525119072	What is the primary difficulty with obtaining evidence for or against the strongly efficient markets hypothesis?	It requires access to information that isn't publicly available. (That is, to determine if security prices factor in this information.)			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 9.	
1558556120331	J{`nOam?!{	1562101354843	<div>The evidence for and against the strong efficient markets hypothesis is the following.<br><br>For: {{c1::Studies of directors' share dealings suggest that even with insider information, it's difficult to out-perform buy-and-hold strategies}}.<br></div><div><br></div><div>Against: {{c2::(none).}}</div>	There's very little evidence either way.<br>		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 9.		
1558556276017	jDkJLL?AQa	1562101354843	EMH: An anomaly&nbsp;is {{c1::when the market either over-reacts or under-reacts to new information}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 11		
1558595505255	g<a=CmQoW.	1562101354843	EMH: Examples of over-reaction (that have been documented in studies) are as follows.<br><br>1) {{c1::Past performance: the market expects future performance to be more predicable than it is. In reality, past winners tend to be future losers and vice versa.}}<div><br></div><div>2) {{c2::Certain accounting ratios appear to have predictive powers, an example of the market over-reacting to past growth.}}</div><div><br></div><div>3) {{c3::Firms coming into the market have poor subsequent performance.}}</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 10		
1558642248153	A;epU%j;s4	1508676822151	Over the past 5 years, the shares of company A have yielded an average investment return equal to twice that of company B. Does this contradict the efficient markets hypothesis?	No. For example, the difference could be due to random chance. Furthermore, the EMH is about risk-adjusted returns, whereas the question only specifies returns.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 11	
1558642385446	hYk/t48]2<	1506525119072	What does it mean to say a stock price is 'excessively volatile'?	A stock is called 'excessively volatile' when the change in its market value (its observed volatility) cannot be justified by the presence of news.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 11.	
1558642957013	t8C1J^V;%z	1506525119072	EMH: In Shiller's test, what would we expect if investors all behaved rationally?	There should be no <i>systematic</i>&nbsp;difference between the perfect forecast price and the actual price. (Variance is possible, of course.)			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 11.	
1558643247992	D__v{Hj(s{	1506525119072	EMH: In Shiller's test, what would we expect if markets are efficient?	Broad movement in the perfect forecast price should be correlated with moves in the actual price (as both react to the same news).			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 12.	
1558681560553	e@7t_VH2A%	1508676822151	True or false: In a stronly efficient market it's impossible to (systematically) outperform the market in the long term. Explain.	False. It's possible to achieve higher returns by accepting a higher level of risk than exhibited by the market as a whole.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 1 p. 13.	
1558683473790	7?Io]o/mI	1562101354843	{{c2::The&nbsp;expected utility hypothesis}}&nbsp;states {{c1::that the subjective value associated with an individual's gamble is the statistical expectation of that individual's valuations of the outcomes of that gamble}}.<br>			<i>Expected utility hypothesis</i>. Wikipedia		
1558769770941	AWoZ]SF_]y	1562101354843	Economics: {{c2::Utility}}&nbsp;is {{c1::a name for a random variable \(U: \Omega \to \mathbb{R}\) on a probability space \((\Omega, \mathcal{F}, \mathbb{P})\) which is taken to represent the desirability of any given outcome}}.					
1558770030873	soFKpXBvSi	1562101354843	{{c2::A risk-free asset}}&nbsp;is {{c1::a special case of an asset where there is a probability of 1 for a certain outcome}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 5.		
1558775411176	D9.OK;/<XP	1562101354843	<div>The axioms required for the expected utility theorem are as follows.<br><br>Let \(\Omega\) be a sample space with \(\sigma\)-algebra \(\mathcal{F}\) and 'preference relation', \(\preccurlyeq \subseteq \Omega^2\), such that</div><div><br></div>1) {{c1::\(\preccurlyeq\) is both<div>&nbsp; &nbsp;a) <u>Connex</u> (sometimes called comparability of outcomes). That is, \(A \preccurlyeq B\) or \(B \preccurlyeq A\) for every \(A, B \in \Omega\); and<br></div><div><div>&nbsp; &nbsp;b) <u>Transitive</u>. That is, if \(A \preccurlyeq B \preccurlyeq C\) then \(A \preccurlyeq C\) for every \(A, B, C \in \Omega\).</div></div>}}<div><div><br></div><div>Further, extend \(\preccurlyeq\), to a relation \(\preccurlyeq^\prime \in {\Omega^\prime}^2\), where \(\Omega^\prime\) is the set of all probability spaces over \(\Omega\) where</div></div><div><br></div><div>2) {{c2::if \(A \approx B\) and \(\alpha, \beta \in \Omega^\prime\) such that \(\mathbb{P}_\alpha(C) = \mathbb{P}_\beta(C)\) for every \(A \neq C \neq B\) and \(\mathbb{P}_\alpha(A) = \mathbb{P}_\beta(B)\) then \(\alpha \approx^\prime \beta\). (This is called i<u>ndependence</u>&nbsp;– it essentially says that gambles are equally preferable if all individual outcomes have the same utility.<u>)</u>}}</div><div><br></div><div>and</div><div><br></div><div>3) {{c3::if \(C \preccurlyeq B \preccurlyeq A\) then there exists \(\alpha \in \Omega^\prime\) such that \(\alpha \approx^\prime \beta\) where \(\beta\) is defined by \(\mathbb{P}_\beta(B) = 1\). (This is called <u>certainty equivalence</u>&nbsp;– it essentially says that for any good and bad outcomes \(A\) and \(C\), it's possible to make the probability of the good one low enough and the bad one high enough, that the utility of the gamble equals that of any given outcome between \(A\) and \(C\).)}}</div>	"<img src=""Utility theory.svg""><br>"		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 7		
1558776940469	Ky}$qpEx&2	1506525119072	State the <u>expected utility <i>theorem</i></u>.	Given the axioms of the expected utility theorem, we have the following.<div><br></div><div>1) There exists a utility function \(U: \Omega^\prime \to \mathbb{R}\) such that \[U(A) \leq U(B) \Leftrightarrow A \preccurlyeq B.\]<div><br></div><div>2) For any pair of gambles, \(\alpha, \beta \in \Omega^\prime\) and any such function, we have \[\mathbb{E}_\alpha(U) \leq \mathbb{E}_\beta(U) \Leftrightarrow \alpha \preccurlyeq^\prime \beta.\]</div><div>In particular when \(\Omega^\prime\) is finite, \[\sup{}_{\preccurlyeq^\prime} \Omega^\prime = \alpha \Leftrightarrow \mathbb{E}_\alpha(U) = \max\{\mathbb{E}_\beta(U)\}_{\beta \in \Omega^\prime}.\]</div></div>	"<img src=""Utility theory.svg""><br>"		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 4.	
1558777246736	(^J2+AIby	1562101354843	Let \(U(w)\) be a utility function where \(w \in \mathbb{R}\) represents wealth. {{c2::The marginal utility of weath}} is {{c1::\(\frac{\textrm{d}U}{\textrm{d}w}\)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 9.		
1558777252186	bBO-[JiZ!H	1562101354843	<div>The standard properties added to utility functions in economics are the following.</div><div><br></div>1) {{c1::Non-satiation – more wealth has a higher utility than less.}}<div><br></div><div>2) {{c2::Risk aversion – all things being equal, an investor should prefer less risk.}}</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 9.		
1558777583339	GB^=aw}1l;	1562101354843	{{c1::Non-satiation}}&nbsp;is the economic assumption that {{c2::more wealth always has a higher utility than less}}. In other words, that {{c2::the marginal utility of wealth is strictly positive}}.	"<img src=""Utility theory.svg""><br>"		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 9.		
1558778052014	CoJm[rv&[t	1562101354843	{{c2::A risk-averse investor}}&nbsp;is {{c1::an investor for which \(U^{\prime\prime}(w) &lt; 0\) everywhere}}.	That is to say, they will reject a fair gamble.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 9		
1558778290638	qsj/@,xmlR	1562101354843	{{c2::A fair gamble}}&nbsp;is {{c1::a probability space \((\Omega, \mathcal{F}, \mathbb{P}\)) where \(\mathbb{E}(W) = 0\), for a random variable \(W(\omega)\) equal to the payout for each outcome \(\omega\)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 9		
1558780180058	Kj*Je9QePh	1562101354843	{{c2::A&nbsp;risk-seeking investor}}&nbsp;is {{c1::an investor for which \(U^{\prime\prime}(w) &gt; 0\) everywhere}}.	That is to say, they will accept a fair gamble.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 12.		
1558780320878	GXo@$WYd84	1562101354843	{{c2::A&nbsp;risk-neutral investor}}&nbsp;is {{c1::an investor for which \(U^{\prime\prime}(w) = 0\) everywhere}}.	That is to say, they are indifferent between the null event and a fair gamble.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 12.		
1558780444337	y].n7X_U+c	1506525119072	What can we say about the marginal utility of wealth for a risk-neutral investor?	We have that \(U^{\prime\prime} = 0\), and therefore \(U^\prime\) is a constant. Assuming non-satisation, \(U^\prime\) will also be positive.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 12.	
1558780626520	N.=sVtzjDO	1506525119072	State the <u>wealth equivalence</u>&nbsp;theorem for risk-neutral investors.	Assuming non-satiation, we have that \[w_1 \leq w_2 \Leftrightarrow U(w_1) \leq U(w_2).\] That is to say, the maximisation of wealth is equivalent to the maximisation of utility.<div><br></div><div>This result is easily derived from the fact that \(U(w)\) is a linear funciton of wealth for risk-neutral investors.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 12.	
1558781683311	JroZyT%jg%	1506525119072	Define the <u>(additive) certainty equivalent</u>&nbsp;for gambles.	Let \(g\) be a gamble described by the random variables \(X_w\) where \(w \in \mathbb{R}\) is an amount of wealth. The <u>certainty equivalent</u> of \(g\), \(c_w: \mathbb{R} \to \mathbb{R}\) is the function (of wealth) such that \[U(c_w) = \mathbb{E}_g\left[U(X_w)\right].\]&nbsp;			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 14.	
1558782079798	guQd(/qEia	1506525119072	Define the <u>(absolute) certainty equivalent</u>&nbsp;for gambles.	Let \(g\) be a gamble with (additive) certainty equivalent \(c_w\). We define the (absolute) certainty equivalent to be \(c_w - w\).<div><br></div><div>(Note that this is not the same as \(c_{w-w}\).)</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 15.	
1558787577834	t-Nzsq)Z_B	1562101354843	<div>Let \(U\) be a utility function in terms of wealth, \(w \in \mathbb{R}\). {{c2::The&nbsp;absolute risk aversion&nbsp;of \(U\), \(A(w)\),}}&nbsp;is {{c1::equal to \[-\frac{U^{\prime\prime}(w)}{U^\prime(w)}.\]}}<br></div>	"<img src=""Utility theory.svg""><br>"		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 2 p. 18.		
